,DATE,Actuals,FittedVals,Residuals
82,2015-04-24,19661.816751867875,19375.11195367068,286.7047981971955
83,2015-04-26,19630.938358853553,19644.366871115115,-13.428512261561991
84,2015-04-27,19696.67126255663,19618.145388808767,78.52587374786162
85,2015-04-28,19849.146486701073,19710.14245162865,139.004035072423
86,2015-04-29,19747.235387045814,19832.94644840153,-85.71106135571608
87,2015-04-30,19833.399444664814,19753.78429219287,79.61515247194257
88,2015-05-01,19751.13569030219,19840.141613832184,-89.00592352999229
89,2015-05-03,19762.845849802372,19751.389349661025,11.456500141346623
90,2015-05-04,19657.95164143896,19771.637978501836,-113.68633706287437
91,2015-05-05,19719.976336028398,19666.20824959589,53.768086432508426
92,2015-05-06,19857.029388403495,19724.951267036413,132.07812136708162
93,2015-05-07,20000.0,19841.674633106657,158.32536689334302
94,2015-05-08,20247.013565499088,19991.80029793619,255.21326756289636
95,2015-05-10,20292.20779220779,20231.01726148599,61.190530721800314
96,2015-05-11,20508.613617719442,20287.297755213745,221.3158625056967
97,2015-05-12,20755.500207555,20503.134739800185,252.36546775481474
98,2015-05-13,20639.83488132095,20727.930968808832,-88.09608748788378
99,2015-05-14,20781.37988362427,20650.70697185592,130.67291176834988
100,2015-05-15,20546.53790836244,20786.550233118356,-240.01232475591678
101,2015-05-17,20567.667626491155,20556.41407773133,11.253548759825208
102,2015-05-18,20673.971469919372,20584.060723780305,89.91074613906676
103,2015-05-19,20610.05770816158,20651.56915635186,-41.511448190278315
104,2015-05-20,20504.40844781628,20611.199121624155,-106.79067380787455
105,2015-05-21,20580.366330520683,20524.050222660422,56.31610786026067
106,2015-05-22,20441.537203597713,20577.11750003478,-135.58029643706686
107,2015-05-24,20470.829068577277,20447.598910500383,23.23015807689444
108,2015-05-25,20391.517128874388,20482.283857526505,-90.76672865211731
109,2015-05-26,20350.02035002035,20395.238118057507,-45.21776803715693
110,2015-05-27,20222.446916076846,20363.88575833669,-141.43884225984584
111,2015-05-28,20096.46302250804,20238.01900614996,-141.55598364191974
112,2015-05-29,20238.8180530257,20117.534213368734,121.28383965696776
113,2015-05-31,20242.914979757086,20231.764614609565,11.15036514752137
114,2015-06-01,20100.502512562813,20235.986137965778,-135.48362540296512
115,2015-06-02,20234.722784297857,20125.286342762683,109.4364415351738
116,2015-06-03,20329.335230737954,20233.229601120685,96.10562961726828
117,2015-06-04,20491.803278688523,20309.580221818575,182.22305686994878
118,2015-06-05,20462.45140167792,20476.46694581953,-14.015544141610008
119,2015-06-07,20487.604998975617,20458.424689204054,29.18030977156377
120,2015-06-08,20445.716622367614,20488.469489440944,-42.75286707332998
121,2015-06-09,20445.716622367614,20438.330515885133,7.386106482481409
122,2015-06-10,20648.35845550279,20440.521759889984,207.83669561280476
123,2015-06-11,20699.648105982196,20616.767921581522,82.8801844006739
124,2015-06-12,20708.22116380203,20676.158914809097,32.062248992933746
125,2015-06-14,20811.654526534858,20704.94727354988,106.70725298497928
126,2015-06-15,20802.99563137092,20792.27004949018,10.7255818807389
127,2015-06-16,20863.75964948884,20788.36144443968,75.3982050491577
128,2015-06-17,20981.9555182543,20854.320209560352,127.6353086939489
129,2015-06-18,21177.467174925878,20958.72149996572,218.7456749601588
130,2015-06-19,21065.936380872132,21147.686580392783,-81.75019952065122
131,2015-06-21,21030.49421661409,21062.146645107037,-31.652428492947365
132,2015-06-22,21057.06464518846,21039.249381125897,17.815264062563074
133,2015-06-23,21065.936380872132,21042.585817858042,23.350563014089857
134,2015-06-24,20859.407592824366,21056.298819371186,-196.8912265468207
135,2015-06-25,20995.17111064455,20875.050170617556,120.1209400269945
136,2015-06-26,20938.023450586265,20988.766621441067,-50.743170854802884
137,2015-06-28,21195.4217888936,20922.713789046007,272.7079998475929
138,2015-06-29,20903.010033444814,21177.86769037071,-274.85765692589484
139,2015-06-30,21026.072329688814,20909.6881879716,116.38414171721524
140,2015-07-01,20828.99395959175,21037.40951102468,-208.41555143293226
141,2015-07-02,20833.333333333332,20823.414408413293,9.91892492003899
142,2015-07-03,20755.500207555,20844.716033995304,-89.21582644030423
143,2015-07-05,20999.580008399833,20749.186953572767,250.3930548270655
144,2015-07-06,20855.057351407715,20977.88626030646,-122.82890889874398
145,2015-07-07,20669.698222405954,20848.3631083144,-178.66488590844529
146,2015-07-08,20470.829068577277,20698.091369959326,-227.26230138204846
147,2015-07-09,20449.897750511245,20486.168337074534,-36.270586563288816
148,2015-07-10,20661.15702479339,20448.279786626837,212.87723816655125
149,2015-07-12,20656.88907250568,20629.992530061852,26.896542443828366
150,2015-07-13,20759.80900975711,20639.004922996224,120.804086760887
151,2015-07-14,20781.37988362427,20753.70118620265,27.67869742162293
152,2015-07-15,20872.46921310791,20764.05301424287,108.41619886504122
153,2015-07-16,20846.36230977694,20855.661768003763,-9.299458226822026
154,2015-07-17,20863.75964948884,20832.98174244428,30.77790704455765
155,2015-07-19,20855.057351407715,20857.74486690564,-2.6875154979243234
156,2015-07-20,20824.656393169513,20842.275117925874,-17.61872475636119
157,2015-07-21,20759.80900975711,20815.61235253106,-55.803342773950135
158,2015-07-22,20889.910173386255,20754.260081821863,135.65009156439191
159,2015-07-23,20859.407592824366,20865.881250524286,-6.473657699920295
160,2015-07-24,20855.057351407715,20840.57115824099,14.48619316672557
161,2015-07-26,20850.70892410342,20848.445331467163,2.2635926362563623
162,2015-07-27,20999.580008399833,20838.863354810994,160.7166535888391
163,2015-07-28,21017.23413198823,20973.74511721101,43.48901477722029
164,2015-07-29,21110.407430863415,20997.668880865538,112.73854999787727
165,2015-07-30,21083.70229812355,21096.927279416486,-13.224981292936718
166,2015-07-31,21177.467174925878,21071.725411118994,105.74176380688368
167,2015-08-02,21204.410517387616,21161.73609130074,42.67442608687634
168,2015-08-03,21043.771043771045,21183.833099490956,-140.06205571991086
169,2015-08-04,21123.785382340517,21050.470294441548,73.31508789896907
170,2015-08-05,21030.49421661409,21118.082103902652,-87.58788728856234
171,2015-08-06,21017.23413198823,21019.81240623061,-2.578274242379848
172,2015-08-07,20973.15436241611,21017.405865385943,-44.25150296983338
173,2015-08-09,20981.9555182543,20964.262862186202,17.692656068098586
174,2015-08-10,21159.5429538722,20973.939059498458,185.60389437374033
175,2015-08-11,21168.501270110075,21131.681158355306,36.82011175476873
176,2015-08-12,21528.525296017226,21149.245955047285,379.2793409699407
177,2015-08-13,21431.633090441494,21492.61718411844,-60.98409367694694
178,2015-08-14,21682.56721595837,21411.3152299523,271.2519860060711
179,2015-08-16,21691.973969631235,21669.414460686592,22.559508944643312
180,2015-08-17,21505.376344086024,21660.16503498079,-154.78869089476575
181,2015-08-18,21706.099413935317,21520.92548507254,185.17392886277594
182,2015-08-19,21547.080370609783,21683.117741893733,-136.03737128395005
183,2015-08-20,21659.08598657137,21528.333425472996,130.7525610983721
184,2015-08-21,21691.973969631235,21651.473003918087,40.50096571314862
185,2015-08-23,21715.526601520087,21661.02540876343,54.501192756655655
186,2015-08-24,21963.540522732266,21701.780849715557,261.7596730167097
187,2015-08-25,22031.284423881913,21925.37370994846,105.91071393345192
188,2015-08-26,22055.580061755623,21998.867110151852,56.71295160377122
189,2015-08-27,21640.337589266393,22045.364872310398,-405.02728304400443
190,2015-08-28,21710.811984368214,21665.612859796936,45.199124571277935
191,2015-08-30,21739.130434782608,21712.91392927849,26.216505504118686
192,2015-08-31,21561.017680034496,21700.493057713014,-139.47537767851827
193,2015-09-01,21510.002151000215,21567.755334754173,-57.75318375395727
194,2015-09-02,21701.38888888889,21513.729364371608,187.659524517283
195,2015-09-03,21805.494984736153,21668.138677781895,137.3563069542579
196,2015-09-04,21468.441391155004,21773.874633506643,-305.4332423516389
197,2015-09-06,21463.8334406525,21492.74439781822,-28.9109571657209
198,2015-09-07,21872.265966754156,21477.23338497556,395.03258177859607
199,2015-09-08,21929.82456140351,21810.99302268203,118.8315387214825
200,2015-09-09,21795.989537925023,21890.679881457043,-94.69034353202005
201,2015-09-10,22119.000221190003,21807.994338149485,311.0058830405178
202,2015-09-11,21973.19270490002,22080.50441787389,-107.31171297387118
203,2015-09-13,21973.19270490002,21945.019842899455,28.172862000563327
204,2015-09-14,22011.88641866608,21976.822541188605,35.06387747747431
205,2015-09-15,22168.033695411217,21980.572386243035,187.4613091681822
206,2015-09-16,22381.378692927487,22133.50761224025,247.87108068723683
207,2015-09-17,22476.96111485727,22336.330729742545,140.63038511472405
208,2015-09-18,22406.45305848084,22440.95679632799,-34.50373784714975
209,2015-09-20,22406.45305848084,22393.28148174275,13.171576738091971
210,2015-09-21,22416.498542927595,22390.755560601854,25.74298232574074
211,2015-09-22,22421.52466367713,22388.482668901357,33.041994775772764
212,2015-09-23,22311.468094600623,22395.363920584634,-83.89582598401103
213,2015-09-24,22421.52466367713,22303.16696936089,118.35769431624067
214,2015-09-25,22177.866489243737,22396.990261173916,-219.12377193017892
215,2015-09-27,22232.10315695865,22169.095761056153,63.00739590249577
216,2015-09-28,22177.866489243737,22226.744444732547,-48.877955488809675
217,2015-09-29,22202.48667850799,22152.94898596215,49.5376925458404
218,2015-09-30,22202.48667850799,22189.779168224333,12.70751028365703
219,2015-10-01,22212.35006663705,22183.701594140148,28.648472496901377
220,2015-10-02,22361.359570661898,22200.056042579527,161.30352808237149
221,2015-10-04,22361.359570661898,22334.437278194157,26.9222924677415
222,2015-10-05,22168.033695411217,22337.208387004837,-169.17469159362008
223,2015-10-06,21805.494984736153,22175.0518079209,-369.55682318474646
224,2015-10-07,21477.66323024055,21832.29661362835,-354.6333833878016
225,2015-10-08,21204.410517387616,21500.829316887946,-296.41879950033035
226,2015-10-09,20785.699438786116,21214.57325624598,-428.8738174598657
227,2015-10-11,20768.431983385257,20810.757834678137,-42.32585129288054
228,2015-10-12,20588.840848260243,20767.934841762966,-179.0939935027236
229,2015-10-13,20768.431983385257,20576.061852153172,192.37013123208453
230,2015-10-14,20881.18605136772,20748.204506045946,132.98154532177432
231,2015-10-15,20777.062123415748,20840.073771985375,-63.01164856962714
232,2015-10-16,20815.986677768527,20777.218867262334,38.7678105061932
233,2015-10-18,20794.343938448743,20810.90607119737,-16.562132748626027
234,2015-10-19,20911.752404851526,20775.81768742971,135.93471742181646
235,2015-10-20,20855.057351407715,20887.028313900897,-31.970962493182014
236,2015-10-21,21326.508850501174,20834.410421465356,492.0984290358174
237,2015-10-22,21253.985122210415,21268.799130151972,-14.814007941557065
238,2015-10-23,20850.70892410342,21208.56058078717,-357.85165668374975
239,2015-10-25,20846.36230977694,20886.92211175279,-40.55980197584722
240,2015-10-26,20872.46921310791,20837.86190333133,34.60730977658022
241,2015-10-27,20907.380305247752,20827.60277412247,79.7775311252808
242,2015-10-28,20933.640360058616,20879.636663378427,54.00369668018902
243,2015-10-29,20824.656393169513,20906.47193000778,-81.8155368382686
244,2015-10-30,21294.718909710395,20809.605065356212,485.1138443541822
245,2015-11-01,21244.954323348204,21233.43251718495,11.52180616325495
246,2015-11-02,21065.936380872132,21197.021906387272,-131.08552551514003
247,2015-11-03,21039.34357248054,21085.51643281866,-46.17286033811979
248,2015-11-04,20942.40837696335,21034.805796238183,-92.39741927483192
249,2015-11-05,20567.667626491155,20933.08966833862,-365.42204184746515
250,2015-11-06,21195.4217888936,20595.96494919538,599.4568396982213
251,2015-11-08,21222.41086587436,21143.436869893652,78.97399598070842
252,2015-11-09,20678.2464846981,21162.1478809786,-483.9013962805002
253,2015-11-10,20593.08072487644,20745.503180667278,-152.42245579083828
254,2015-11-11,20627.06270627063,20620.146439859665,6.916266410964454
255,2015-11-12,20538.09817210926,20594.74964566565,-56.651473556390556
256,2015-11-13,20738.282870178347,20536.20797668609,202.0748934922558
257,2015-11-15,20794.343938448743,20721.439540378567,72.90439807017538
258,2015-11-16,20790.02079002079,20767.127349207884,22.893440812906192
259,2015-11-17,20955.57418273261,20788.811857255787,166.7623254768223
260,2015-11-18,21052.631578947367,20929.55071518377,123.08086376359643
261,2015-11-19,21030.49421661409,21018.306098610617,12.188118003472482
262,2015-11-20,20802.99563137092,21026.705159240533,-223.70952786961425
263,2015-11-22,20811.654526534858,20821.235490568608,-9.580964033750206
264,2015-11-23,20725.38860103627,20809.16278082867,-83.77417979239908
265,2015-11-24,20678.2464846981,20709.56472532104,-31.31824062294254
266,2015-11-25,20631.318341242004,20675.070446615802,-43.75210537379826
267,2015-11-26,20746.88796680498,20622.371651084206,124.51631572077531
268,2015-11-27,20777.062123415748,20722.241009828245,54.82111358750262
269,2015-11-29,20691.08214359611,20752.5734213801,-61.49127778398906
270,2015-11-30,20850.70892410342,20690.517439560695,160.19148454272363
271,2015-12-01,20729.684908789386,20831.74073812458,-102.05582933519327
272,2015-12-02,20584.60271716756,20720.013938226257,-135.41122105869727
273,2015-12-03,20226.537216828478,20606.386982345033,-379.84976551655564
274,2015-12-04,20855.057351407715,20249.431484264678,605.6258671430369
275,2015-12-06,20907.380305247752,20797.763325882384,109.61697936536802
276,2015-12-07,20781.37988362427,20845.79366388214,-64.4137802578698
277,2015-12-08,20755.500207555,20810.465467616737,-54.965260061737354
278,2015-12-09,20885.547201336674,20757.050542449382,128.49665888729214
279,2015-12-10,21119.324181626187,20861.336377889424,257.98780373676345
280,2015-12-11,21258.503401360547,21080.050573389926,178.452827970621
281,2015-12-13,21190.930281839373,21227.380773591674,-36.45049175230088
282,2015-12-14,21308.331557639038,21188.7819548438,119.54960279523948
283,2015-12-15,21285.653469561516,21292.4615579737,-6.808088412184588
284,2015-12-16,21141.649048625794,21261.203333225014,-119.55428459922041
285,2015-12-17,20894.27496865859,21141.313644773814,-247.03867611522583
286,2015-12-18,20661.15702479339,20911.13338604622,-249.97636125282952
287,2015-12-20,20695.364238410595,20678.097108082227,17.267130328367784
288,2015-12-21,20408.163265306124,20683.332016520562,-275.1687512144381
289,2015-12-22,20259.31928687196,20413.713721152595,-154.39443428063532
290,2015-12-23,20325.20325203252,20283.614798633367,41.58845339915206
291,2015-12-24,20312.817387771684,20309.671421366973,3.1459664047106344
292,2015-12-25,20358.306188925082,20301.03478617895,57.27140274613339
293,2015-12-27,20333.4688897926,20355.296069057782,-21.827179265183076
294,2015-12-28,20345.87995930824,20329.653969770585,16.22598953765555
295,2015-12-29,20449.897750511245,20345.80128099386,104.09646951738614
296,2015-12-30,20403.99918384003,20436.251119196208,-32.251935356176546
297,2015-12-31,20383.20423970648,20402.126464787747,-18.922225081267243
298,2016-01-01,20362.451639177358,20382.485489020884,-20.033849843526696
299,2016-01-03,20366.598778004074,20353.401408925518,13.197369078556221
300,2016-01-04,20644.09578860446,20355.338554025053,288.75723457940694
301,2016-01-05,20350.02035002035,20605.17933683765,-255.1589868172996
302,2016-01-06,20354.16242621616,20349.50581540916,4.656610807000106
303,2016-01-07,20271.639975674032,20366.168375651083,-94.52839997705087
304,2016-01-08,20108.586366378444,20249.515084605195,-140.9287182267508
305,2016-01-10,20056.157240272765,20113.107640983693,-56.95040071092808
306,2016-01-11,20251.11381125962,20050.376952405473,200.7368588541467
307,2016-01-12,20084.35428800964,20214.628938691138,-130.27465068149831
308,2016-01-13,19833.399444664814,20074.259777989,-240.86033332418447
309,2016-01-14,20181.634712411706,19863.508565350206,318.12614706149907
310,2016-01-15,19794.140934283452,20146.921966869075,-352.7810325856226
311,2016-01-17,19794.140934283452,19792.10809735974,2.03283692371042
312,2016-01-18,19864.91855383393,19827.439392081327,37.47916175260252
313,2016-01-19,19569.471624266145,19837.35516362879,-267.8835393626432
314,2016-01-20,19841.26984126984,19589.587296896676,251.682544373165
315,2016-01-21,19841.26984126984,19831.19875590392,10.071085365922045
316,2016-01-22,19798.059790140564,19808.138896765726,-10.07910662516224
317,2016-01-24,19829.466587348797,19808.445672962545,21.020914386252116
318,2016-01-25,19700.55161544523,19824.028554663106,-123.47693921787504
319,2016-01-26,19864.91855383393,19701.793520280986,163.12503355294393
320,2016-01-27,19716.088328075708,19849.40249144336,-133.31416336765324
321,2016-01-28,19872.81399046105,19709.846236363523,162.9677540975281
322,2016-01-29,19747.235387045814,19865.098717787885,-117.86333074207141
323,2016-01-31,19762.845849802372,19735.12061292406,27.72523687831199
324,2016-02-01,19619.383951343927,19764.152113797863,-144.76816245393638
325,2016-02-02,19712.201852946975,19615.584152503885,96.61770044309014
326,2016-02-03,19794.140934283452,19703.94279543564,90.19813884781252
327,2016-02-04,19880.715705765408,19768.089169557174,112.62653620823403
328,2016-02-05,19704.433497536946,19866.379379347356,-161.94588181041036
329,2016-02-07,19731.64956590371,19713.893295367063,17.756270536647207
330,2016-02-08,19611.68856638557,19733.476216989526,-121.78765060395745
331,2016-02-09,19554.165037152914,19607.718647560698,-53.55361040778371
332,2016-02-10,19634.7928529354,19562.98851085365,71.80434208174847
333,2016-02-11,19535.065442469233,19619.292239338378,-84.22679686914489
334,2016-02-12,19607.843137254902,19534.546241330165,73.29689592473733
335,2016-02-14,19646.36542239686,19607.296528586063,39.068893810796
336,2016-02-15,19357.336430507163,19629.822181733005,-272.48575122584225
337,2016-02-16,19376.089905057157,19384.1926375607,-8.102732503542939
338,2016-02-17,19327.40626207963,19388.75201049669,-61.34574841706126
339,2016-02-18,19319.938176197837,19316.65816182851,3.280014369327546
340,2016-02-19,19387.35944164405,19322.32326227909,65.03617936496084
341,2016-02-21,19275.250578257517,19377.586545676386,-102.33596741886868
342,2016-02-22,19029.495718363465,19280.180958598296,-250.68524023483042
343,2016-02-23,18775.816748028537,19057.8141979566,-281.99744992806154
344,2016-02-24,18583.90633711206,18806.700230065857,-222.79389295379588
345,2016-02-25,18737.118231216038,18602.686529103506,134.43170211253164
346,2016-02-26,18677.624206200973,18723.57911659291,-45.95491039193803
347,2016-02-28,18716.077110237693,18669.12237244563,46.95473779206441
348,2016-02-29,18625.442354255913,18724.286616881174,-98.84426262526176
349,2016-03-01,18639.32898415657,18629.229382196136,10.099601960435393
350,2016-03-02,18705.574261129816,18643.691389284577,61.8828718452387
351,2016-03-03,18642.803877703205,18692.97248803529,-50.168610332086246
352,2016-03-04,18663.68047779022,18646.2562049216,17.42427286862221
353,2016-03-06,18667.164457718874,18667.294311203656,-0.12985348478105152
354,2016-03-07,18559.762435040833,18661.221283297044,-101.45884825621033
355,2016-03-08,18695.083193120212,18567.28675999952,127.79643312069311
356,2016-03-09,18639.32898415657,18683.002749271986,-43.673765115414426
357,2016-03-10,18331.805682859762,18629.27096295772,-297.46528009795657
358,2016-03-11,18730.099269526127,18364.97460513765,365.12466438847696
359,2016-03-13,18691.58878504673,18703.00141107138,-11.412626024648489
360,2016-03-14,18681.113394358305,18658.239435634212,22.873958724092518
361,2016-03-15,18642.803877703205,18699.546022689756,-56.74214498655056
362,2016-03-16,18695.083193120212,18643.03369534859,52.049497771622555
363,2016-03-17,18971.732119142478,18689.352755610922,282.379363531556
364,2016-03-18,19036.740909956214,18938.602122927547,98.13878702866714
365,2016-03-20,18939.39393939394,19015.74483134404,-76.35089195010005
366,2016-03-21,18957.34597156398,18955.14317432407,2.202797239911888
367,2016-03-22,18677.624206200973,18964.442012562933,-286.8178063619598
368,2016-03-23,18660.19779809666,18700.38050754422,-40.18270944756296
369,2016-03-24,18811.136192626036,18676.392377989057,134.74381463697864
370,2016-03-25,18761.72607879925,18788.97569891229,-27.2496201130416
371,2016-03-27,18733.608092918697,18760.567650564954,-26.959557646256144
372,2016-03-28,19080.328181644723,18749.129763301607,331.1984183431159
373,2016-03-29,19124.115509657677,19050.311224958263,73.80428469941398
374,2016-03-30,19065.776930409913,19102.439286994882,-36.66235658496953
375,2016-03-31,19065.776930409913,19088.32237299156,-22.545442581646057
376,2016-04-01,18670.649738610904,19073.4401275162,-402.79038890529773
377,2016-04-03,18646.28006712661,18706.580039921682,-60.2999727950737
378,2016-04-04,18793.459875963166,18673.534020281997,119.9258556811692
379,2016-04-05,18691.58878504673,18764.917089448027,-73.32830440129692
380,2016-04-06,18601.190476190477,18694.584452462932,-93.39397627245489
381,2016-04-07,18525.37977028529,18628.00363424009,-102.62386395479916
382,2016-04-08,18535.681186283597,18535.119939235126,0.5612470484702499
383,2016-04-10,18504.811250925242,18537.895873224228,-33.08462229898578
384,2016-04-11,18744.14245548266,18510.22515079452,233.91730468814058
385,2016-04-12,18723.08556450103,18731.375964030893,-8.290399529862043
386,2016-04-13,18705.574261129816,18716.82546466589,-11.251203536074172
387,2016-04-14,18663.68047779022,18721.7871564226,-58.106678632379044
388,2016-04-15,18695.083193120212,18666.025862841576,29.057330278636073
389,2016-04-17,18656.716417910447,18692.939216306087,-36.222798395639984
390,2016-04-18,18811.136192626036,18657.165266257667,153.97092636836896
391,2016-04-19,18968.133535660094,18802.483549261986,165.649986398108
392,2016-04-20,18921.47587511826,18944.935961277104,-23.460086158844206
393,2016-04-21,18867.924528301886,18922.94249345152,-55.0179651496328
394,2016-04-22,19033.11762466692,18880.846162113226,152.2714625536937
395,2016-04-24,19080.328181644723,19016.854682507885,63.473499136838655
396,2016-04-25,19138.755980861242,19061.670458037497,77.08552282374512
397,2016-04-26,19223.37562475971,19134.06593387936,89.30969088034908
398,2016-04-27,19190.17463058914,19210.128157811847,-19.953527222707635
399,2016-04-28,19201.22887864823,19186.161181360585,15.067697287646297
400,2016-04-29,19260.40061633282,19204.16710676075,56.233509572070034
401,2016-05-01,19120.458891013386,19250.11530880066,-129.65641778727513
402,2016-05-02,19252.984212552947,19127.884247027552,125.09996552539451
403,2016-05-03,19319.938176197837,19250.17595998315,69.76221621468721
404,2016-05-04,19223.37562475971,19300.202608225933,-76.82698346622419
405,2016-05-05,19186.49270913277,19234.542021691326,-48.04931255855627
406,2016-05-06,19282.684149633627,19198.868931664,83.81521796962625
407,2016-05-08,19264.110961279137,19273.054087482826,-8.943126203688735
408,2016-05-09,19305.019305019305,19259.056147180152,45.9631578391527
409,2016-05-10,19201.22887864823,19307.21909724567,-105.9902185974388
410,2016-05-11,19149.75105323631,19208.195658658682,-58.44460542237357
411,2016-05-12,19197.54271453254,19162.837336275603,34.705378256938275
412,2016-05-13,19146.084625694046,19192.628422228296,-46.54379653424985
413,2016-05-15,19149.75105323631,19146.890860710027,2.8601925262810255
414,2016-05-16,19197.54271453254,19154.881798770562,42.660915761978686
415,2016-05-17,19249.278152069295,19190.293636799444,58.98451526985082
416,2016-05-18,19665.68338249754,19241.38588864237,424.2974938551706
