date,pounds_in_a_rupiah,rupiahs_in_a_pound,year,month,day
2018-03-16,5.211e-05,19190.17463058914,2018,3,16
2018-03-18,5.212e-05,19186.49270913277,2018,3,18
2018-03-19,5.178e-05,19312.475859405175,2018,3,19
2018-03-20,5.19e-05,19267.822736030826,2018,3,20
2018-03-21,5.136e-05,19470.404984423676,2018,3,21
2018-03-22,5.149e-05,19421.246844047386,2018,3,22
2018-03-23,5.133e-05,19481.784531463083,2018,3,23
2018-03-25,5.129e-05,19496.977968414896,2018,3,25
2018-03-26,5.107e-05,19580.96729978461,2018,3,26
2018-03-27,5.128e-05,19500.780031201248,2018,3,27
2018-03-28,5.157e-05,19391.118867558656,2018,3,28
2018-03-29,5.177e-05,19316.206297083252,2018,3,29
2018-03-30,5.185e-05,19286.403085824495,2018,3,30
2018-04-01,5.179e-05,19308.746862328637,2018,4,1
2018-04-02,5.173e-05,19331.142470520008,2018,4,2
2018-04-03,5.162e-05,19372.336303758235,2018,4,3
2018-04-04,5.155e-05,19398.642095053347,2018,4,4
2018-04-05,5.185e-05,19286.403085824495,2018,4,5
2018-04-06,5.153e-05,19406.17116242965,2018,4,6
2018-04-08,5.151e-05,19413.70607649,2018,4,8
2018-04-09,5.139e-05,19459.038723487058,2018,4,9
2018-04-10,5.124e-05,19516.0031225605,2018,4,10
2018-04-11,5.12e-05,19531.25,2018,4,11
2018-04-12,5.098e-05,19615.53550411926,2018,4,12
2018-04-13,5.102e-05,19600.15680125441,2018,4,13
2018-04-15,5.1e-05,19607.843137254902,2018,4,15
2018-04-16,5.061e-05,19758.940920766647,2018,4,16
2018-04-17,5.079e-05,19688.91514077574,2018,4,17
2018-04-18,5.111e-05,19565.642731363725,2018,4,18
2018-04-19,5.152e-05,19409.937888198758,2018,4,19
2018-04-20,5.155e-05,19398.642095053347,2018,4,20
2018-04-22,5.157e-05,19391.118867558656,2018,4,22
2018-04-23,5.168e-05,19349.84520123839,2018,4,23
2018-04-24,5.159e-05,19383.60147315371,2018,4,24
2018-04-25,5.172e-05,19334.880123743234,2018,4,25
2018-04-26,5.187e-05,19278.9666473877,2018,4,26
2018-04-27,5.238e-05,19091.256204658264,2018,4,27
2018-04-29,5.242e-05,19076.68828691339,2018,4,29
2018-04-30,5.236e-05,19098.548510313216,2018,4,30
2018-05-01,5.277e-05,18950.16107636915,2018,5,1
2018-05-02,5.284e-05,18925.056775170324,2018,5,2
2018-05-03,5.283e-05,18928.639030853683,2018,5,3
2018-05-04,5.301e-05,18864.365214110545,2018,5,4
2018-05-06,5.3e-05,18867.924528301886,2018,5,6
2018-05-07,5.27e-05,18975.332068311196,2018,5,7
2018-05-08,5.256e-05,19025.875190258754,2018,5,8
2018-05-09,5.247e-05,19058.50962454736,2018,5,9
2018-05-10,5.253e-05,19036.740909956214,2018,5,10
2018-05-11,5.284e-05,18925.056775170324,2018,5,11
2018-05-13,5.287e-05,18914.318138831095,2018,5,13
2018-05-14,5.278e-05,18946.570670708603,2018,5,14
2018-05-15,5.282e-05,18932.222642938283,2018,5,15
2018-05-16,5.241e-05,19080.328181644723,2018,5,16
2018-05-17,5.265e-05,18993.35232668566,2018,5,17
2018-05-18,5.255e-05,19029.495718363465,2018,5,18
2018-05-20,5.242e-05,19076.68828691339,2018,5,20
2018-05-21,5.253e-05,19036.740909956214,2018,5,21
2018-05-22,5.258e-05,19018.63826550019,2018,5,22
2018-05-23,5.275e-05,18957.34597156398,2018,5,23
2018-05-24,5.283e-05,18928.639030853683,2018,5,24
2018-05-25,5.326e-05,18775.816748028537,2018,5,25
2018-05-27,5.334e-05,18747.656542932134,2018,5,27
2018-05-28,5.356e-05,18670.649738610904,2018,5,28
2018-05-29,5.387e-05,18563.207722294414,2018,5,29
2018-05-30,5.377e-05,18597.731076808628,2018,5,30
2018-05-31,5.41e-05,18484.288354898337,2018,5,31
2018-06-01,5.398e-05,18525.37977028529,2018,6,1
2018-06-03,5.402e-05,18511.662347278787,2018,6,3
2018-06-04,5.417e-05,18460.40243677312,2018,6,4
2018-06-05,5.375e-05,18604.6511627907,2018,6,5
2018-06-06,5.378e-05,18594.272963927113,2018,6,6
2018-06-07,5.375e-05,18604.6511627907,2018,6,7
2018-06-08,5.358e-05,18663.68047779022,2018,6,8
2018-06-10,5.349e-05,18695.083193120212,2018,6,10
2018-06-11,5.367e-05,18632.38308179616,2018,6,11
2018-06-12,5.362e-05,18649.75755315181,2018,6,12
2018-06-13,5.359e-05,18660.19779809666,2018,6,13
2018-06-14,5.409e-05,18487.705675725643,2018,6,14
2018-06-15,5.399e-05,18521.948508983143,2018,6,15
2018-06-17,5.396e-05,18532.24610822832,2018,6,17
2018-06-18,5.407e-05,18494.5441094877,2018,6,18
2018-06-19,5.436e-05,18395.87932303164,2018,6,19
2018-06-20,5.435e-05,18399.264029438822,2018,6,20
2018-06-21,5.375e-05,18604.6511627907,2018,6,21
2018-06-22,5.367e-05,18632.38308179616,2018,6,22
2018-06-24,5.368e-05,18628.912071535022,2018,6,24
2018-06-25,5.348e-05,18698.57890800299,2018,6,25
2018-06-26,5.361e-05,18653.236336504386,2018,6,26
2018-06-27,5.393e-05,18542.555164101614,2018,6,27
2018-06-28,5.378e-05,18594.272963927113,2018,6,28
2018-06-29,5.326e-05,18775.816748028537,2018,6,29
2018-07-01,5.328e-05,18768.76876876877,2018,7,1
2018-07-02,5.346e-05,18705.574261129816,2018,7,2
2018-07-03,5.315e-05,18814.67544684854,2018,7,3
2018-07-04,5.304e-05,18853.69532428356,2018,7,4
2018-07-05,5.303e-05,18857.250612860644,2018,7,5
2018-07-06,5.279e-05,18942.981625307824,2018,7,6
2018-07-09,5.303e-05,18857.250612860644,2018,7,9
2018-07-10,5.296e-05,18882.175226586103,2018,7,10
2018-07-11,5.311e-05,18828.845791752967,2018,7,11
2018-07-12,5.319e-05,18800.526414739612,2018,7,12
2018-07-13,5.298e-05,18875.04718761797,2018,7,13
2018-07-15,5.297e-05,18878.610534264677,2018,7,15
2018-07-16,5.297e-05,18878.610534264677,2018,7,16
2018-07-17,5.35e-05,18691.58878504673,2018,7,17
2018-07-18,5.351e-05,18688.095683049898,2018,7,18
2018-07-19,5.365e-05,18639.32898415657,2018,7,19
2018-07-20,5.319e-05,18800.526414739612,2018,7,20
2018-07-22,5.314e-05,18818.216033120058,2018,7,22
2018-07-23,5.329e-05,18765.246762994935,2018,7,23
2018-07-24,5.303e-05,18857.250612860644,2018,7,24
2018-07-25,5.296e-05,18882.175226586103,2018,7,25
2018-07-26,5.333e-05,18751.171948246767,2018,7,26
2018-07-27,5.342e-05,18719.580681392737,2018,7,27
2018-07-29,5.338e-05,18733.608092918697,2018,7,29
2018-07-30,5.331e-05,18758.206715438002,2018,7,30
2018-07-31,5.336e-05,18740.629685157423,2018,7,31
2018-08-01,5.33e-05,18761.72607879925,2018,8,1
2018-08-02,5.368e-05,18628.912071535022,2018,8,2
2018-08-03,5.371e-05,18618.50679575498,2018,8,3
2018-08-05,5.37e-05,18621.9739292365,2018,8,5
2018-08-06,5.398e-05,18525.37977028529,2018,8,6
2018-08-07,5.403e-05,18508.236165093465,2018,8,7
2018-08-08,5.432e-05,18409.42562592047,2018,8,8
2018-08-09,5.446e-05,18362.10062431142,2018,8,9
2018-08-10,5.47e-05,18281.535648994515,2018,8,10
2018-08-12,5.472e-05,18274.853801169593,2018,8,12
2018-08-13,5.462e-05,18308.31197363603,2018,8,13
2018-08-14,5.477e-05,18258.170531312764,2018,8,14
2018-08-15,5.493e-05,18204.988166757692,2018,8,15
2018-08-16,5.484e-05,18234.865061998542,2018,8,16
2018-08-17,5.469e-05,18284.878405558604,2018,8,17
2018-08-19,5.47e-05,18281.535648994515,2018,8,19
2018-08-20,5.448e-05,18355.359765051395,2018,8,20
2018-08-21,5.404e-05,18504.811250925242,2018,8,21
2018-08-22,5.404e-05,18504.811250925242,2018,8,22
2018-08-23,5.436e-05,18395.87932303164,2018,8,23
2018-08-24,5.429e-05,18419.59845275373,2018,8,24
2018-08-26,5.424e-05,18436.578171091445,2018,8,26
2018-08-27,5.409e-05,18487.705675725643,2018,8,27
2018-08-28,5.41e-05,18484.288354898337,2018,8,28
2018-08-29,5.346e-05,18705.574261129816,2018,8,29
2018-08-30,5.341e-05,18723.08556450103,2018,8,30
2018-08-31,5.367e-05,18632.38308179616,2018,8,31
2018-09-01,5.367e-05,18632.38308179616,2018,9,1
2018-09-02,5.38e-05,18587.36059479554,2018,9,2
2018-09-03,5.396e-05,18532.24610822832,2018,9,3
2018-09-04,5.39e-05,18552.875695732837,2018,9,4
2018-09-05,5.367e-05,18632.38308179616,2018,9,5
2018-09-06,5.366e-05,18635.855385762206,2018,9,6
2018-09-07,5.377e-05,18597.731076808628,2018,9,7
2018-09-08,5.376e-05,18601.190476190477,2018,9,8
2018-09-09,5.372e-05,18615.040953090098,2018,9,9
2018-09-10,5.328e-05,18768.76876876877,2018,9,10
2018-09-11,5.334e-05,18747.656542932134,2018,9,11
2018-09-12,5.325e-05,18779.342723004695,2018,9,12
2018-09-13,5.304e-05,18853.69532428356,2018,9,13
2018-09-14,5.316e-05,18811.136192626036,2018,9,14
2018-09-15,5.316e-05,18811.136192626036,2018,9,15
2018-09-16,5.313e-05,18821.757952192733,2018,9,16
2018-09-17,5.275e-05,18957.34597156398,2018,9,17
2018-09-18,5.269e-05,18978.933383943822,2018,9,18
2018-09-19,5.279e-05,18942.981625307824,2018,9,19
2018-09-20,5.232e-05,19113.149847094803,2018,9,20
2018-09-21,5.313e-05,18821.757952192733,2018,9,21
2018-09-22,5.312e-05,18825.301204819276,2018,9,22
2018-09-23,5.307e-05,18843.037497644622,2018,9,23
2018-09-24,5.291e-05,18900.0189000189,2018,9,24
2018-09-25,5.26e-05,19011.406844106466,2018,9,25
2018-09-26,5.263e-05,19000.570017100512,2018,9,26
2018-09-27,5.301e-05,18864.365214110545,2018,9,27
2018-09-28,5.321e-05,18793.459875963166,2018,9,28
2018-09-29,5.321e-05,18793.459875963166,2018,9,29
2018-09-30,5.317e-05,18807.59826970096,2018,9,30
2018-10-01,5.258e-05,19018.63826550019,2018,10,1
2018-10-02,5.119e-05,19535.065442469233,2018,10,2
2018-10-03,5.115e-05,19550.34213098729,2018,10,3
2018-10-04,5.022e-05,19912.385503783353,2018,10,4
2018-10-05,5.027e-05,19892.58006763477,2018,10,5
2018-10-06,5.027e-05,19892.58006763477,2018,10,6
2018-10-07,5.016e-05,19936.204146730463,2018,10,7
2018-10-08,4.985e-05,20060.180541624875,2018,10,8
2018-10-09,4.993e-05,20028.03925495694,2018,10,9
2018-10-10,4.981e-05,20076.28990162618,2018,10,10
2018-10-11,4.96e-05,20161.290322580644,2018,10,11
2018-10-12,5.002e-05,19992.00319872051,2018,10,12
2018-10-13,5.002e-05,19992.00319872051,2018,10,13
2018-10-14,5.014e-05,19944.15636218588,2018,10,14
2018-10-15,4.998e-05,20008.003201280513,2018,10,15
2018-10-16,4.985e-05,20060.180541624875,2018,10,16
2018-10-17,5.018e-05,19928.258270227183,2018,10,17
2018-10-18,5.032e-05,19872.81399046105,2018,10,18
2018-10-19,5.039e-05,19845.207382417146,2018,10,19
2018-10-20,5.039e-05,19845.207382417146,2018,10,20
2018-10-21,5.034e-05,19864.91855383393,2018,10,21
2018-10-22,5.065e-05,19743.336623889438,2018,10,22
2018-10-23,5.076e-05,19700.55161544523,2018,10,23
2018-10-24,5.094e-05,19630.938358853553,2018,10,24
2018-10-25,5.123e-05,19519.812609798944,2018,10,25
2018-10-26,5.125e-05,19512.19512195122,2018,10,26
2018-10-27,5.122e-05,19523.62358453729,2018,10,27
2018-10-28,5.116e-05,19546.520719311964,2018,10,28
2018-10-29,5.118e-05,19538.882375928097,2018,10,29
2018-10-30,5.172e-05,19334.880123743234,2018,10,30
2018-10-31,5.137e-05,19466.614755693987,2018,10,31
2018-11-01,5.083e-05,19673.421207948064,2018,11,1
2018-11-02,5.156e-05,19394.87975174554,2018,11,2
2018-11-03,5.156e-05,19394.87975174554,2018,11,3
2018-11-04,5.145e-05,19436.34596695821,2018,11,4
2018-11-05,5.123e-05,19519.812609798944,2018,11,5
2018-11-06,5.145e-05,19436.34596695821,2018,11,6
2018-11-07,5.224e-05,19142.41960183767,2018,11,7
2018-11-08,5.24e-05,19083.969465648854,2018,11,8
2018-11-09,5.24e-05,19083.969465648854,2018,11,9
2018-11-10,5.249e-05,19051.247856734615,2018,11,10
2018-11-11,5.26e-05,19011.406844106466,2018,11,11
2018-11-12,5.251e-05,19043.991620643686,2018,11,12
2018-11-13,5.188e-05,19275.250578257517,2018,11,13
2018-11-14,5.214e-05,19179.133103183736,2018,11,14
2018-11-15,5.357e-05,18667.164457718874,2018,11,15
2018-11-16,5.342e-05,18719.580681392737,2018,11,16
2018-11-17,5.33e-05,18761.72607879925,2018,11,17
2018-11-18,5.331e-05,18758.206715438002,2018,11,18
2018-11-19,5.327e-05,18772.292096865025,2018,11,19
2018-11-20,5.353e-05,18681.113394358305,2018,11,20
2018-11-21,5.363e-05,18646.28006712661,2018,11,21
2018-11-22,5.321e-05,18793.459875963166,2018,11,22
2018-11-23,5.366e-05,18635.855385762206,2018,11,23
2018-11-24,5.365e-05,18639.32898415657,2018,11,24
2018-11-25,5.367e-05,18632.38308179616,2018,11,25
2018-11-26,5.388e-05,18559.762435040833,2018,11,26
2018-11-27,5.404e-05,18504.811250925242,2018,11,27
2018-11-28,5.381e-05,18583.90633711206,2018,11,28
2018-11-29,5.437e-05,18392.49586168843,2018,11,29
2018-11-30,5.471e-05,18278.194114421494,2018,11,30
2018-12-01,5.472e-05,18274.853801169593,2018,12,1
2018-12-02,5.488e-05,18221.574344023324,2018,12,2
2018-12-03,5.504e-05,18168.60465116279,2018,12,3
2018-12-04,5.47e-05,18281.535648994515,2018,12,4
2018-12-05,5.446e-05,18362.10062431142,2018,12,5
2018-12-06,5.385e-05,18570.102135561745,2018,12,6
2018-12-07,5.401e-05,18515.08979818552,2018,12,7
2018-12-08,5.401e-05,18515.08979818552,2018,12,8
2018-12-09,5.425e-05,18433.179723502304,2018,12,9
2018-12-10,5.451e-05,18345.257750871402,2018,12,10
2018-12-11,5.475e-05,18264.8401826484,2018,12,11
2018-12-12,5.428e-05,18422.991893883565,2018,12,12
2018-12-13,5.43e-05,18416.206261510128,2018,12,13
2018-12-14,5.446e-05,18362.10062431142,2018,12,14
2018-12-15,5.446e-05,18362.10062431142,2018,12,15
2018-12-16,5.45e-05,18348.623853211007,2018,12,16
2018-12-17,5.438e-05,18389.113644722325,2018,12,17
2018-12-18,5.455e-05,18331.805682859762,2018,12,18
2018-12-19,5.462e-05,18308.31197363603,2018,12,19
2018-12-20,5.43e-05,18416.206261510128,2018,12,20
2018-12-21,5.438e-05,18389.113644722325,2018,12,21
2018-12-22,5.436e-05,18395.87932303164,2018,12,22
2018-12-23,5.422e-05,18443.378827001106,2018,12,23
2018-12-24,5.404e-05,18504.811250925242,2018,12,24
2018-12-25,5.425e-05,18433.179723502304,2018,12,25
2018-12-26,5.428e-05,18422.991893883565,2018,12,26
2018-12-27,5.431e-05,18412.815319462345,2018,12,27
2018-12-28,5.406e-05,18497.96522382538,2018,12,28
2018-12-29,5.408e-05,18491.12426035503,2018,12,29
2018-12-30,5.412e-05,18477.457501847748,2018,12,30
2018-12-31,5.446e-05,18362.10062431142,2018,12,31
2019-01-01,5.459e-05,18318.373328448433,2019,1,1
2019-01-02,5.545e-05,18034.265103697024,2019,1,2
2019-01-03,5.495e-05,18198.362147406733,2019,1,3
2019-01-04,5.513e-05,18138.944313440956,2019,1,4
2019-01-05,5.525e-05,18099.547511312216,2019,1,5
2019-01-06,5.483e-05,18238.19077147547,2019,1,6
2019-01-07,5.551e-05,18014.772113132767,2019,1,7
2019-01-08,5.55e-05,18018.018018018018,2019,1,8
2019-01-09,5.527e-05,18092.99800977022,2019,1,9
2019-01-10,5.578e-05,17927.57260666906,2019,1,10
2019-01-11,5.515e-05,18132.366273798732,2019,1,11
2019-01-12,5.544e-05,18037.51803751804,2019,1,12
2019-01-13,5.542e-05,18044.02742692169,2019,1,13
2019-01-14,5.497e-05,18191.740949608877,2019,1,14
2019-01-15,5.503e-05,18171.906232963836,2019,1,15
2019-01-16,5.485e-05,18231.54056517776,2019,1,16
2019-01-17,5.434e-05,18402.64998159735,2019,1,17
2019-01-18,5.485e-05,18231.54056517776,2019,1,18
2019-01-19,5.485e-05,18231.54056517776,2019,1,19
2019-01-20,5.489e-05,18218.254691200582,2019,1,20
2019-01-21,5.455e-05,18331.805682859762,2019,1,21
2019-01-22,5.427e-05,18426.386585590564,2019,1,22
2019-01-23,5.387e-05,18563.207722294414,2019,1,23
2019-01-24,5.388e-05,18559.762435040833,2019,1,24
2019-01-25,5.399e-05,18521.948508983143,2019,1,25
2019-01-26,5.395e-05,18535.681186283597,2019,1,26
2019-01-27,5.407e-05,18494.5441094877,2019,1,27
2019-01-28,5.401e-05,18515.08979818552,2019,1,28
2019-01-29,5.429e-05,18419.59845275373,2019,1,29
2019-01-30,5.43e-05,18416.206261510128,2019,1,30
2019-01-31,5.459e-05,18318.373328448433,2019,1,31
2019-02-01,5.478e-05,18254.837531945966,2019,2,1
2019-02-02,5.478e-05,18254.837531945966,2019,2,2
2019-02-03,5.481e-05,18244.845831052728,2019,2,3
2019-02-04,5.495e-05,18198.362147406733,2019,2,4
2019-02-05,5.532e-05,18076.6449746927,2019,2,5
2019-02-06,5.554e-05,18005.041411595248,2019,2,6
2019-02-07,5.527e-05,18092.99800977022,2019,2,7
2019-02-08,5.539e-05,18053.800324968404,2019,2,8
2019-02-09,5.536e-05,18063.583815028902,2019,2,9
2019-02-10,5.528e-05,18089.72503617945,2019,2,10
2019-02-11,5.54e-05,18050.54151624549,2019,2,11
2019-02-12,5.535e-05,18066.84733514002,2019,2,12
2019-02-13,5.527e-05,18092.99800977022,2019,2,13
2019-02-14,5.546e-05,18031.013342949875,2019,2,14
2019-02-15,5.498e-05,18188.432157148054,2019,2,15
2019-02-16,5.485e-05,18231.54056517776,2019,2,16
2019-02-17,5.489e-05,18218.254691200582,2019,2,17
2019-02-18,5.476e-05,18261.504747991235,2019,2,18
2019-02-19,5.424e-05,18436.578171091445,2019,2,19
2019-02-20,5.45e-05,18348.623853211007,2019,2,20
2019-02-21,5.457e-05,18325.087044163458,2019,2,21
2019-02-22,5.454e-05,18335.166850018333,2019,2,22
2019-02-23,5.466e-05,18294.914013904134,2019,2,23
2019-02-24,5.447e-05,18358.72957591335,2019,2,24
2019-02-25,5.434e-05,18402.64998159735,2019,2,25
2019-02-26,5.4e-05,18518.51851851852,2019,2,26
2019-02-27,5.354e-05,18677.624206200973,2019,2,27
2019-02-28,5.31e-05,18832.391713747646,2019,2,28
2019-03-01,5.339e-05,18730.099269526127,2019,3,1
2019-03-03,5.352e-05,18684.603886397606,2019,3,3
2019-03-04,5.372e-05,18615.040953090098,2019,3,4
2019-03-05,5.37e-05,18621.9739292365,2019,3,5
2019-03-06,5.365e-05,18639.32898415657,2019,3,6
2019-03-07,5.364e-05,18642.803877703205,2019,3,7
2019-03-08,5.37e-05,18621.9739292365,2019,3,8
2019-03-10,5.39e-05,18552.875695732837,2019,3,10
2019-03-11,5.3e-05,18867.924528301886,2019,3,11
2019-03-12,5.366e-05,18635.855385762206,2019,3,12
2019-03-13,5.288e-05,18910.741301059003,2019,3,13
2019-03-14,5.277e-05,18950.16107636915,2019,3,14
2019-03-15,5.281e-05,18935.80761219466,2019,3,15
2019-03-17,5.274e-05,18960.940462646948,2019,3,17
2019-03-18,5.288e-05,18910.741301059003,2019,3,18
2019-03-19,5.296e-05,18882.175226586103,2019,3,19
2019-03-20,5.353e-05,18681.113394358305,2019,3,20
2019-03-21,5.397e-05,18528.81230313137,2019,3,21
2019-03-22,5.289e-05,18907.165815844208,2019,3,22
2019-03-24,5.344e-05,18712.5748502994,2019,3,24
2019-03-25,5.338e-05,18733.608092918697,2019,3,25
2019-03-26,5.339e-05,18730.099269526127,2019,3,26
2019-03-27,5.355e-05,18674.136321195143,2019,3,27
2019-03-28,5.384e-05,18573.551263001485,2019,3,28
2019-03-29,5.392e-05,18545.9940652819,2019,3,29
2019-03-31,5.397e-05,18528.81230313137,2019,3,31
2019-04-01,5.378e-05,18594.272963927113,2019,4,1
2019-04-02,5.357e-05,18667.164457718874,2019,4,2
2019-04-03,5.337e-05,18737.118231216038,2019,4,3
2019-04-04,5.395e-05,18535.681186283597,2019,4,4
2019-04-05,5.44e-05,18382.352941176472,2019,4,5
2019-04-07,5.432e-05,18409.42562592047,2019,4,7
2019-04-08,5.393e-05,18542.555164101614,2019,4,8
2019-04-09,5.416e-05,18463.81093057607,2019,4,9
2019-04-10,5.399e-05,18521.948508983143,2019,4,10
2019-04-11,5.418e-05,18456.99520118125,2019,4,11
2019-04-12,5.418e-05,18456.99520118125,2019,4,12
2019-04-14,5.419e-05,18453.589223103892,2019,4,14
2019-04-15,5.43e-05,18416.206261510128,2019,4,15
2019-04-16,5.443e-05,18372.221201543267,2019,4,16
2019-04-17,5.458e-05,18321.729571271528,2019,4,17
2019-04-18,5.481e-05,18244.845831052728,2019,4,18
2019-04-19,5.475e-05,18264.8401826484,2019,4,19
2019-04-21,5.476e-05,18261.504747991235,2019,4,21
2019-04-22,5.474e-05,18268.17683595177,2019,4,22
2019-04-23,5.494e-05,18201.674554058973,2019,4,23
2019-04-24,5.496e-05,18195.050946142648,2019,4,24
2019-04-25,5.42e-05,18450.18450184502,2019,4,25
2019-04-26,5.456e-05,18328.445747800586,2019,4,26
2019-04-27,5.457e-05,18325.087044163458,2019,4,27
2019-04-28,5.462e-05,18308.31197363603,2019,4,28
2019-04-29,5.446e-05,18362.10062431142,2019,4,29
2019-04-30,5.366e-05,18635.855385762206,2019,4,30
2019-05-01,5.378e-05,18594.272963927113,2019,5,1
2019-05-02,5.385e-05,18570.102135561745,2019,5,2
2019-05-03,5.345e-05,18709.073900841908,2019,5,3
2019-05-04,5.345e-05,18709.073900841908,2019,5,4
2019-05-05,5.341e-05,18723.08556450103,2019,5,5
2019-05-06,5.34e-05,18726.591760299627,2019,5,6
2019-05-07,5.365e-05,18639.32898415657,2019,5,7
2019-05-08,5.383e-05,18577.001671930153,2019,5,8
2019-05-09,5.36e-05,18656.716417910447,2019,5,9
2019-05-10,5.374e-05,18608.113137327877,2019,5,10
2019-05-11,5.374e-05,18608.113137327877,2019,5,11
2019-05-12,5.37e-05,18621.9739292365,2019,5,12
2019-05-13,5.387e-05,18563.207722294414,2019,5,13
2019-05-14,5.369e-05,18625.442354255913,2019,5,14
2019-05-15,5.383e-05,18577.001671930153,2019,5,15
2019-05-16,5.407e-05,18494.5441094877,2019,5,16
2019-05-17,5.419e-05,18453.589223103892,2019,5,17
2019-05-19,5.439e-05,18385.732671446956,2019,5,19
2019-05-20,5.435e-05,18399.264029438822,2019,5,20
2019-05-21,5.445e-05,18365.472910927456,2019,5,21
2019-05-22,5.437e-05,18392.49586168843,2019,5,22
2019-05-23,5.461e-05,18311.664530305803,2019,5,23
2019-05-24,5.464e-05,18301.610541727674,2019,5,24
2019-05-25,5.468e-05,18288.2223847842,2019,5,25
2019-05-26,5.472e-05,18274.853801169593,2019,5,26
2019-05-27,5.486e-05,18228.21728034998,2019,5,27
2019-05-28,5.502e-05,18175.20901490367,2019,5,28
2019-05-29,5.499e-05,18185.124568103292,2019,5,29
2019-05-30,5.507e-05,18158.707100054475,2019,5,30
2019-05-31,5.525e-05,18099.547511312216,2019,5,31
2019-06-01,5.525e-05,18099.547511312216,2019,6,1
2019-06-02,5.556e-05,17998.560115190783,2019,6,2
2019-06-03,5.545e-05,18034.265103697024,2019,6,3
2019-06-04,5.513e-05,18138.944313440956,2019,6,4
2019-06-05,5.517e-05,18125.7930034439,2019,6,5
2019-06-06,5.523e-05,18106.10175629187,2019,6,6
2019-06-07,5.52e-05,18115.942028985508,2019,6,7
2019-06-08,5.52e-05,18115.942028985508,2019,6,8
2019-06-09,5.501e-05,18178.512997636793,2019,6,9
2019-06-10,5.531e-05,18079.91321641656,2019,6,10
2019-06-11,5.497e-05,18191.740949608877,2019,6,11
2019-06-12,5.524e-05,18102.824040550327,2019,6,12
2019-06-13,5.523e-05,18106.10175629187,2019,6,13
2019-06-14,5.552e-05,18011.527377521616,2019,6,14
2019-06-15,5.551e-05,18014.772113132767,2019,6,15
2019-06-16,5.543e-05,18040.772145047806,2019,6,16
2019-06-17,5.531e-05,18079.91321641656,2019,6,17
2019-06-18,5.568e-05,17959.770114942527,2019,6,18
2019-06-19,5.53e-05,18083.182640144663,2019,6,19
2019-06-20,5.563e-05,17975.912277548086,2019,6,20
2019-06-21,5.556e-05,17998.560115190783,2019,6,21
2019-06-22,5.556e-05,17998.560115190783,2019,6,22
2019-06-23,5.552e-05,18011.527377521616,2019,6,23
2019-06-24,5.534e-05,18070.112034694615,2019,6,24
2019-06-25,5.58e-05,17921.14695340502,2019,6,25
2019-06-26,5.56e-05,17985.611510791365,2019,6,26
2019-06-27,5.562e-05,17979.144192736425,2019,6,27
2019-06-28,5.577e-05,17930.787161556393,2019,6,28
2019-06-29,5.577e-05,17930.787161556393,2019,6,29
2019-06-30,5.576e-05,17934.002869440457,2019,6,30
2019-07-01,5.599e-05,17860.33220217896,2019,7,1
2019-07-02,5.591e-05,17885.888034340907,2019,7,2
2019-07-03,5.633e-05,17752.529735487307,2019,7,3
2019-07-04,5.621e-05,17790.42874933286,2019,7,4
2019-07-05,5.678e-05,17611.835153222964,2019,7,5
2019-07-06,5.678e-05,17611.835153222964,2019,7,6
2019-07-07,5.675e-05,17621.14537444934,2019,7,7
2019-07-08,5.662e-05,17661.603673613565,2019,7,8
2019-07-09,5.665e-05,17652.2506619594,2019,7,9
2019-07-10,5.662e-05,17661.603673613565,2019,7,10
2019-07-11,5.652e-05,17692.852087756546,2019,7,11
2019-07-12,5.688e-05,17580.87201125176,2019,7,12
2019-07-14,5.679e-05,17608.73393203029,2019,7,14
2019-07-15,5.743e-05,17412.50217656277,2019,7,15
2019-07-16,5.751e-05,17388.28029907842,2019,7,16
2019-07-17,5.756e-05,17373.175816539264,2019,7,17
2019-07-18,5.729e-05,17455.053237912376,2019,7,18
2019-07-19,5.746e-05,17403.41106856944,2019,7,19
2019-07-21,5.726e-05,17464.198393293747,2019,7,21
2019-07-22,5.75e-05,17391.304347826088,2019,7,22
2019-07-23,5.724e-05,17470.300489168414,2019,7,23
2019-07-24,5.723e-05,17473.35313646689,2019,7,24
2019-07-25,5.746e-05,17403.41106856944,2019,7,25
2019-07-26,5.782e-05,17295.053614666205,2019,7,26
2019-07-28,5.77e-05,17331.02253032929,2019,7,28
2019-07-29,5.839e-05,17126.220243192325,2019,7,29
2019-07-30,5.868e-05,17041.581458759374,2019,7,30
2019-07-31,5.803e-05,17232.465965879717,2019,7,31
2019-08-01,5.841e-05,17120.35610340695,2019,8,1
2019-08-02,5.778e-05,17307.026652821045,2019,8,2
2019-08-04,5.804e-05,17229.49689869056,2019,8,4
2019-08-05,5.796e-05,17253.27812284334,2019,8,5
2019-08-06,5.779e-05,17304.031839418585,2019,8,6
2019-08-07,5.778e-05,17307.026652821045,2019,8,7
2019-08-08,5.787e-05,17280.110592707795,2019,8,8
2019-08-09,5.837e-05,17132.08840157615,2019,8,9
2019-08-11,5.863e-05,17056.11461709023,2019,8,11
2019-08-12,5.811e-05,17208.742040956808,2019,8,12
2019-08-13,5.769e-05,17334.02669440111,2019,8,13
2019-08-14,5.821e-05,17179.178835251674,2019,8,14
2019-08-15,5.762e-05,17355.085039916696,2019,8,15
2019-08-16,5.787e-05,17280.110592707795,2019,8,16
2019-08-18,5.785e-05,17286.08470181504,2019,8,18
