date,pounds_in_a_rupiah,rupiahs_in_a_pound,year,month,day
2016-09-01,5.674e-05,17624.250969333803,2016,9,1
2016-09-02,5.698e-05,17550.01755001755,2016,9,2
2016-09-04,5.696e-05,17556.1797752809,2016,9,4
2016-09-05,5.721e-05,17479.461632581715,2016,9,5
2016-09-06,5.703e-05,17534.63089601964,2016,9,6
2016-09-07,5.732e-05,17445.917655268666,2016,9,7
2016-09-08,5.737e-05,17430.71291615827,2016,9,8
2016-09-09,5.716e-05,17494.75157452764,2016,9,9
2016-09-11,5.713e-05,17503.93838613688,2016,9,11
2016-09-12,5.686e-05,17587.055926837846,2016,9,12
2016-09-13,5.728e-05,17458.10055865922,2016,9,13
2016-09-14,5.725e-05,17467.248908296944,2016,9,14
2016-09-15,5.741e-05,17418.56819369448,2016,9,15
2016-09-16,5.837e-05,17132.08840157615,2016,9,16
2016-09-18,5.836e-05,17135.023989033587,2016,9,18
2016-09-19,5.838e-05,17129.1538198013,2016,9,19
2016-09-20,5.863e-05,17056.11461709023,2016,9,20
2016-09-21,5.868e-05,17041.581458759374,2016,9,21
2016-09-22,5.863e-05,17056.11461709023,2016,9,22
2016-09-23,5.901e-05,16946.28029147602,2016,9,23
2016-09-25,5.899e-05,16952.025767079165,2016,9,25
2016-09-26,5.91e-05,16920.47377326565,2016,9,26
2016-09-27,5.942e-05,16829.35038707506,2016,9,27
2016-09-28,5.94e-05,16835.016835016835,2016,9,28
2016-09-29,5.932e-05,16857.720836142955,2016,9,29
2016-09-30,5.923e-05,16883.33614722269,2016,9,30
2016-10-02,5.936e-05,16846.361185983827,2016,10,2
2016-10-03,6.007e-05,16647.2448809722,2016,10,3
2016-10-04,6.029e-05,16586.49859014762,2016,10,4
2016-10-05,6.028e-05,16589.250165892503,2016,10,5
2016-10-06,6.098e-05,16398.81928501148,2016,10,6
2016-10-07,6.196e-05,16139.444803098775,2016,10,7
2016-10-09,6.203e-05,16121.231662098984,2016,10,9
2016-10-10,6.241e-05,16023.073225444641,2016,10,10
2016-10-11,6.314e-05,15837.820715869497,2016,10,11
2016-10-12,6.293e-05,15890.672175433023,2016,10,12
2016-10-13,6.261e-05,15971.889474524836,2016,10,13
2016-10-14,6.282e-05,15918.49729385546,2016,10,14
2016-10-16,6.29e-05,15898.25119236884,2016,10,16
2016-10-17,6.29e-05,15898.25119236884,2016,10,17
2016-10-18,6.242e-05,16020.506247997437,2016,10,18
2016-10-19,6.27e-05,15948.963317384369,2016,10,19
2016-10-20,6.265e-05,15961.69193934557,2016,10,20
2016-10-21,6.262e-05,15969.33886937081,2016,10,21
2016-10-23,6.269e-05,15951.50741745095,2016,10,23
2016-10-24,6.282e-05,15918.49729385546,2016,10,24
2016-10-25,6.321e-05,15820.281601012499,2016,10,25
2016-10-26,6.276e-05,15933.715742511153,2016,10,26
2016-10-27,6.295e-05,15885.623510722797,2016,10,27
2016-10-28,6.286e-05,15908.367801463568,2016,10,28
2016-10-30,6.28e-05,15923.566878980893,2016,10,30
2016-10-31,6.274e-05,15938.795027095952,2016,10,31
2016-11-01,6.255e-05,15987.210231814548,2016,11,1
2016-11-02,6.227e-05,16059.097478721696,2016,11,2
2016-11-03,6.132e-05,16307.893020221787,2016,11,3
2016-11-04,6.097e-05,16401.50893882237,2016,11,4
2016-11-06,6.111e-05,16363.933889707085,2016,11,6
2016-11-07,6.164e-05,16223.231667748216,2016,11,7
2016-11-08,6.193e-05,16147.263038914904,2016,11,8
2016-11-09,6.126e-05,16323.86549134835,2016,11,9
2016-11-10,5.822e-05,17176.22810030917,2016,11,10
2016-11-11,5.918e-05,16897.60054072322,2016,11,11
2016-11-13,5.925e-05,16877.63713080169,2016,11,13
2016-11-14,5.95e-05,16806.72268907563,2016,11,14
2016-11-15,6.033e-05,16575.50140891762,2016,11,15
2016-11-16,5.98e-05,16722.408026755853,2016,11,16
2016-11-17,6.019e-05,16614.05549094534,2016,11,17
2016-11-18,6.063e-05,16493.48507339601,2016,11,18
2016-11-20,6.063e-05,16493.48507339601,2016,11,20
2016-11-21,5.946e-05,16818.028927009753,2016,11,21
2016-11-22,5.989e-05,16697.27834362999,2016,11,22
2016-11-23,5.913e-05,16911.88905800778,2016,11,23
2016-11-24,5.927e-05,16871.941960519656,2016,11,24
2016-11-25,5.925e-05,16877.63713080169,2016,11,25
2016-11-27,5.929e-05,16866.250632484396,2016,11,27
2016-11-28,5.949e-05,16809.547823163557,2016,11,28
2016-11-29,5.923e-05,16883.33614722269,2016,11,29
2016-11-30,5.876e-05,17018.379850238256,2016,11,30
2016-12-01,5.862e-05,17059.0242238144,2016,12,1
2016-12-02,5.838e-05,17129.1538198013,2016,12,2
2016-12-04,5.87e-05,17035.775127768313,2016,12,4
2016-12-05,5.856e-05,17076.502732240435,2016,12,5
2016-12-06,5.931e-05,16860.56314280897,2016,12,6
2016-12-07,5.96e-05,16778.523489932886,2016,12,7
2016-12-08,5.976e-05,16733.60107095047,2016,12,8
2016-12-09,5.955e-05,16792.61125104954,2016,12,9
2016-12-11,5.952e-05,16801.075268817203,2016,12,11
2016-12-12,5.938e-05,16840.687100033683,2016,12,12
2016-12-13,5.943e-05,16826.518593303044,2016,12,13
2016-12-14,5.935e-05,16849.199663016007,2016,12,14
2016-12-15,5.999e-05,16669.44490748458,2016,12,15
2016-12-16,5.969e-05,16753.224995811695,2016,12,16
2016-12-18,5.969e-05,16753.224995811695,2016,12,18
2016-12-19,6.033e-05,16575.50140891762,2016,12,19
2016-12-20,6.02e-05,16611.295681063122,2016,12,20
2016-12-21,6.021e-05,16608.536787908986,2016,12,21
2016-12-22,6.047e-05,16537.1258475277,2016,12,22
2016-12-23,6.052e-05,16523.46331791143,2016,12,23
2016-12-25,6.063e-05,16493.48507339601,2016,12,25
2016-12-26,6.057e-05,16509.82334489021,2016,12,26
2016-12-27,6.065e-05,16488.046166529268,2016,12,27
2016-12-28,6.062e-05,16496.20587264929,2016,12,28
2016-12-29,6.057e-05,16509.82334489021,2016,12,29
2016-12-30,5.992e-05,16688.918558077436,2016,12,30
2017-01-01,6.004e-05,16655.562958027982,2017,1,1
2017-01-02,6.037e-05,16564.518800728838,2017,1,2
2017-01-03,6.052e-05,16523.46331791143,2017,1,3
2017-01-04,6.033e-05,16575.50140891762,2017,1,4
2017-01-05,6.014e-05,16627.868307283006,2017,1,5
2017-01-06,6.104e-05,16382.699868938402,2017,1,6
2017-01-08,6.107e-05,16374.652038644179,2017,1,8
2017-01-09,6.153e-05,16252.23468226881,2017,1,9
2017-01-10,6.167e-05,16215.339711366954,2017,1,10
2017-01-11,6.15e-05,16260.162601626014,2017,1,11
2017-01-12,6.185e-05,16168.148746968473,2017,1,12
2017-01-13,6.168e-05,16212.710765239946,2017,1,13
2017-01-15,6.233e-05,16043.63869725654,2017,1,15
2017-01-16,6.215e-05,16090.104585679805,2017,1,16
2017-01-17,6.051e-05,16526.194017517766,2017,1,17
2017-01-18,6.115e-05,16353.229762878169,2017,1,18
2017-01-19,6.066e-05,16485.328058028354,2017,1,19
2017-01-20,6.037e-05,16564.518800728838,2017,1,20
2017-01-22,6.024e-05,16600.265604249667,2017,1,22
2017-01-23,5.975e-05,16736.401673640168,2017,1,23
2017-01-24,5.98e-05,16722.408026755853,2017,1,24
2017-01-25,5.93e-05,16863.406408094437,2017,1,25
2017-01-26,5.953e-05,16798.252981689904,2017,1,26
2017-01-27,5.966e-05,16761.649346295675,2017,1,27
2017-01-29,5.943e-05,16826.518593303044,2017,1,29
2017-01-30,5.993e-05,16686.13382279326,2017,1,30
2017-01-31,5.95e-05,16806.72268907563,2017,1,31
2017-02-01,5.915e-05,16906.170752324597,2017,2,1
2017-02-02,5.981e-05,16719.612104999163,2017,2,2
2017-02-03,6.002e-05,16661.112962345884,2017,2,3
2017-02-05,5.997e-05,16675.004168751042,2017,2,5
2017-02-06,6.021e-05,16608.536787908986,2017,2,6
2017-02-07,6.005e-05,16652.78934221482,2017,2,7
2017-02-08,5.997e-05,16675.004168751042,2017,2,8
2017-02-09,6.013e-05,16630.633627141193,2017,2,9
2017-02-10,6.017e-05,16619.577862722286,2017,2,10
2017-02-12,6.016e-05,16622.340425531915,2017,2,12
2017-02-13,5.993e-05,16686.13382279326,2017,2,13
2017-02-14,6.018e-05,16616.816218012627,2017,2,14
2017-02-15,6.021e-05,16608.536787908986,2017,2,15
2017-02-16,6.013e-05,16630.633627141193,2017,2,16
2017-02-17,6.046e-05,16539.861065167053,2017,2,17
2017-02-19,6.029e-05,16586.49859014762,2017,2,19
2017-02-20,6.006e-05,16650.016650016652,2017,2,20
2017-02-21,5.991e-05,16691.70422300117,2017,2,21
2017-02-22,6.008e-05,16644.474034620507,2017,2,22
2017-02-23,5.965e-05,16764.459346186086,2017,2,23
2017-02-24,6.017e-05,16619.577862722286,2017,2,24
2017-02-26,6.048e-05,16534.391534391536,2017,2,26
2017-02-27,6.029e-05,16586.49859014762,2017,2,27
2017-02-28,6.056e-05,16512.54953764861,2017,2,28
2017-03-01,6.106e-05,16377.333770062234,2017,3,1
2017-03-02,6.096e-05,16404.199475065616,2017,3,2
2017-03-03,6.078e-05,16452.780519907865,2017,3,3
2017-03-05,6.084e-05,16436.55489809336,2017,3,5
2017-03-06,6.125e-05,16326.530612244898,2017,3,6
2017-03-07,6.14e-05,16286.644951140064,2017,3,7
2017-03-08,6.154e-05,16249.593760155996,2017,3,8
2017-03-09,6.145e-05,16273.393002441007,2017,3,9
2017-03-10,6.144e-05,16276.041666666668,2017,3,10
2017-03-12,6.145e-05,16273.393002441007,2017,3,12
2017-03-13,6.133e-05,16305.233980107616,2017,3,13
2017-03-14,6.154e-05,16249.593760155996,2017,3,14
2017-03-15,6.093e-05,16412.276382734286,2017,3,15
2017-03-16,6.065e-05,16488.046166529268,2017,3,16
2017-03-17,6.048e-05,16534.391534391536,2017,3,17
2017-03-19,6.052e-05,16523.46331791143,2017,3,19
2017-03-20,6.07e-05,16474.464579901152,2017,3,20
2017-03-21,6.016e-05,16622.340425531915,2017,3,21
2017-03-22,6.017e-05,16619.577862722286,2017,3,22
2017-03-23,5.995e-05,16680.567139282735,2017,3,23
2017-03-24,6.017e-05,16619.577862722286,2017,3,24
2017-03-26,6e-05,16666.666666666668,2017,3,26
2017-03-27,5.984e-05,16711.229946524065,2017,3,27
2017-03-28,6.05e-05,16528.92561983471,2017,3,28
2017-03-29,6.038e-05,16561.775422325274,2017,3,29
2017-03-30,6.019e-05,16614.05549094534,2017,3,30
2017-03-31,5.985e-05,16708.43776106934,2017,3,31
2017-04-02,5.983e-05,16714.02306535183,2017,4,2
2017-04-03,6.006e-05,16650.016650016652,2017,4,3
2017-04-04,6.032e-05,16578.249336870027,2017,4,4
2017-04-05,6.012e-05,16633.3998669328,2017,4,5
2017-04-06,6.018e-05,16616.816218012627,2017,4,6
2017-04-07,6.068e-05,16479.894528675017,2017,4,7
2017-04-09,6.065e-05,16488.046166529268,2017,4,9
2017-04-10,6.054e-05,16518.004625041296,2017,4,10
2017-04-11,6.025e-05,16597.510373443984,2017,4,11
2017-04-12,6.001e-05,16663.889351774702,2017,4,12
2017-04-13,6.028e-05,16589.250165892503,2017,4,13
2017-04-14,6.021e-05,16608.536787908986,2017,4,14
2017-04-16,6.011e-05,16636.167027116953,2017,4,16
2017-04-17,5.994e-05,16683.35001668335,2017,4,17
2017-04-18,5.862e-05,17059.0242238144,2017,4,18
2017-04-19,5.881e-05,17003.910899506885,2017,4,19
2017-04-20,5.864e-05,17053.20600272851,2017,4,20
2017-04-21,5.86e-05,17064.846416382254,2017,4,21
2017-04-23,5.858e-05,17070.67258449983,2017,4,23
2017-04-24,5.882e-05,17001.02006120367,2017,4,24
2017-04-25,5.881e-05,17003.910899506885,2017,4,25
2017-04-26,5.861e-05,17061.934823408974,2017,4,26
2017-04-27,5.83e-05,17152.658662092625,2017,4,27
2017-04-28,5.796e-05,17253.27812284334,2017,4,28
2017-04-30,5.799e-05,17244.35247456458,2017,4,30
2017-05-01,5.816e-05,17193.9477303989,2017,5,1
2017-05-02,5.803e-05,17232.465965879717,2017,5,2
2017-05-03,5.837e-05,17132.08840157615,2017,5,3
2017-05-04,5.807e-05,17220.59583261581,2017,5,4
2017-05-05,5.78e-05,17301.038062283737,2017,5,5
2017-05-07,5.786e-05,17283.097131005878,2017,5,7
2017-05-08,5.805e-05,17226.52885443583,2017,5,8
2017-05-09,5.789e-05,17274.140611504576,2017,5,9
2017-05-10,5.793e-05,17262.213015708614,2017,5,10
2017-05-11,5.811e-05,17208.742040956808,2017,5,11
2017-05-12,5.821e-05,17179.178835251674,2017,5,12
2017-05-14,5.823e-05,17173.27837884252,2017,5,14
2017-05-15,5.822e-05,17176.22810030917,2017,5,15
2017-05-16,5.821e-05,17179.178835251674,2017,5,16
2017-05-17,5.792e-05,17265.193370165747,2017,5,17
2017-05-18,5.787e-05,17280.110592707795,2017,5,18
2017-05-19,5.749e-05,17394.329448599758,2017,5,19
2017-05-21,5.767e-05,17340.038148083924,2017,5,21
2017-05-22,5.783e-05,17292.06294310911,2017,5,22
2017-05-23,5.804e-05,17229.49689869056,2017,5,23
2017-05-24,5.791e-05,17268.17475392851,2017,5,24
2017-05-25,5.816e-05,17193.9477303989,2017,5,25
2017-05-26,5.875e-05,17021.276595744683,2017,5,26
2017-05-28,5.869e-05,17038.67779860283,2017,5,28
2017-05-29,5.862e-05,17059.0242238144,2017,5,29
2017-05-30,5.861e-05,17061.934823408974,2017,5,30
2017-05-31,5.83e-05,17152.658662092625,2017,5,31
2017-06-01,5.829e-05,17155.6013038257,2017,6,1
2017-06-02,5.829e-05,17155.6013038257,2017,6,2
2017-06-04,5.84e-05,17123.287671232876,2017,6,4
2017-06-05,5.831e-05,17149.71702966901,2017,6,5
2017-06-06,5.829e-05,17155.6013038257,2017,6,6
2017-06-07,5.801e-05,17238.407171177383,2017,6,7
2017-06-08,5.909e-05,16923.337282112032,2017,6,8
2017-06-09,5.902e-05,16943.409013893594,2017,6,9
2017-06-11,5.907e-05,16929.067208396817,2017,6,11
2017-06-12,5.938e-05,16840.687100033683,2017,6,12
2017-06-13,5.901e-05,16946.28029147602,2017,6,13
2017-06-14,5.902e-05,16943.409013893594,2017,6,14
2017-06-15,5.9e-05,16949.15254237288,2017,6,15
2017-06-16,5.884e-05,16995.241332426922,2017,6,16
2017-06-18,5.887e-05,16986.580601324953,2017,6,18
2017-06-19,5.91e-05,16920.47377326565,2017,6,19
2017-06-20,5.957e-05,16786.97330871244,2017,6,20
2017-06-21,5.926e-05,16874.789065136687,2017,6,21
2017-06-22,5.922e-05,16886.187098953058,2017,6,22
2017-06-23,5.905e-05,16934.801016088062,2017,6,23
2017-06-25,5.895e-05,16963.52841391009,2017,6,25
2017-06-26,5.905e-05,16934.801016088062,2017,6,26
2017-06-27,5.863e-05,17056.11461709023,2017,6,27
2017-06-28,5.8e-05,17241.379310344826,2017,6,28
2017-06-29,5.77e-05,17331.02253032929,2017,6,29
2017-06-30,5.76e-05,17361.111111111113,2017,6,30
2017-07-02,5.766e-05,17343.04543877905,2017,7,2
2017-07-03,5.788e-05,17277.125086385626,2017,7,3
2017-07-04,5.784e-05,17289.073305670816,2017,7,4
2017-07-05,5.786e-05,17283.097131005878,2017,7,5
2017-07-06,5.762e-05,17355.085039916696,2017,7,6
2017-07-07,5.794e-05,17259.233690024164,2017,7,7
2017-07-09,5.787e-05,17280.110592707795,2017,7,9
2017-07-10,5.792e-05,17265.193370165747,2017,7,10
2017-07-11,5.807e-05,17220.59583261581,2017,7,11
2017-07-12,5.801e-05,17238.407171177383,2017,7,12
2017-07-13,5.786e-05,17283.097131005878,2017,7,13
2017-07-14,5.732e-05,17445.917655268666,2017,7,14
2017-07-16,5.728e-05,17458.10055865922,2017,7,16
2017-07-17,5.758e-05,17367.141368530738,2017,7,17
2017-07-18,5.764e-05,17349.063150589867,2017,7,18
2017-07-19,5.765e-05,17346.053772766696,2017,7,19
2017-07-20,5.787e-05,17280.110592707795,2017,7,20
2017-07-21,5.78e-05,17301.038062283737,2017,7,21
2017-07-23,5.78e-05,17301.038062283737,2017,7,23
2017-07-24,5.771e-05,17328.019407381737,2017,7,24
2017-07-25,5.763e-05,17352.07357279195,2017,7,25
2017-07-26,5.721e-05,17479.461632581715,2017,7,26
2017-07-27,5.743e-05,17412.50217656277,2017,7,27
2017-07-28,5.715e-05,17497.812773403326,2017,7,28
2017-07-30,5.717e-05,17491.691446562883,2017,7,30
2017-07-31,5.694e-05,17562.346329469616,2017,7,31
2017-08-01,5.686e-05,17587.055926837846,2017,8,1
2017-08-02,5.674e-05,17624.250969333803,2017,8,2
2017-08-03,5.71e-05,17513.134851138355,2017,8,3
2017-08-04,5.758e-05,17367.141368530738,2017,8,4
2017-08-06,5.741e-05,17418.56819369448,2017,8,6
2017-08-07,5.744e-05,17409.470752089135,2017,8,7
2017-08-08,5.783e-05,17292.06294310911,2017,8,8
2017-08-09,5.765e-05,17346.053772766696,2017,8,9
2017-08-10,5.769e-05,17334.02669440111,2017,8,10
2017-08-11,5.753e-05,17382.235355466713,2017,8,11
2017-08-13,5.757e-05,17370.158068438424,2017,8,13
2017-08-14,5.778e-05,17307.026652821045,2017,8,14
2017-08-15,5.817e-05,17190.9919202338,2017,8,15
2017-08-16,5.8e-05,17241.379310344826,2017,8,16
2017-08-17,5.811e-05,17208.742040956808,2017,8,17
2017-08-18,5.814e-05,17199.86240110079,2017,8,18
2017-08-20,5.814e-05,17199.86240110079,2017,8,20
2017-08-21,5.808e-05,17217.63085399449,2017,8,21
2017-08-22,5.844e-05,17111.567419575633,2017,8,22
2017-08-23,5.85e-05,17094.017094017094,2017,8,23
2017-08-24,5.856e-05,17076.502732240435,2017,8,24
2017-08-25,5.818e-05,17188.03712616019,2017,8,25
2017-08-27,5.825e-05,17167.38197424893,2017,8,27
2017-08-28,5.818e-05,17188.03712616019,2017,8,28
2017-08-29,5.803e-05,17232.465965879717,2017,8,29
2017-08-30,5.8e-05,17241.379310344826,2017,8,30
2017-08-31,5.79e-05,17271.157167530226,2017,8,31
2017-09-01,5.792e-05,17265.193370165747,2017,9,1
2017-09-03,5.779e-05,17304.031839418585,2017,9,3
2017-09-04,5.795e-05,17256.25539257981,2017,9,4
2017-09-05,5.747e-05,17400.382808421786,2017,9,5
2017-09-06,5.749e-05,17394.329448599758,2017,9,6
2017-09-07,5.731e-05,17448.96178677369,2017,9,7
2017-09-08,5.726e-05,17464.198393293747,2017,9,8
2017-09-10,5.736e-05,17433.751743375175,2017,9,10
2017-09-11,5.759e-05,17364.125716270184,2017,9,11
2017-09-12,5.705e-05,17528.483786152497,2017,9,12
2017-09-13,5.736e-05,17433.751743375175,2017,9,13
2017-09-14,5.639e-05,17733.640716439084,2017,9,14
2017-09-15,5.555e-05,18001.800180018003,2017,9,15
2017-09-17,5.563e-05,17975.912277548086,2017,9,17
2017-09-18,5.584e-05,17908.309455587394,2017,9,18
2017-09-19,5.577e-05,17930.787161556393,2017,9,19
2017-09-20,5.584e-05,17908.309455587394,2017,9,20
2017-09-21,5.536e-05,18063.583815028902,2017,9,21
2017-09-22,5.565e-05,17969.451931716085,2017,9,22
2017-09-24,5.559e-05,17988.846914912752,2017,9,24
2017-09-25,5.567e-05,17962.996227770793,2017,9,25
2017-09-26,5.569e-05,17956.54516071108,2017,9,26
2017-09-27,5.563e-05,17975.912277548086,2017,9,27
2017-09-28,5.523e-05,18106.10175629187,2017,9,28
2017-09-29,5.537e-05,18060.321473722233,2017,9,29
2017-10-01,5.53e-05,18083.182640144663,2017,10,1
2017-10-02,5.57e-05,17953.321364452426,2017,10,2
2017-10-03,5.577e-05,17930.787161556393,2017,10,3
2017-10-04,5.598e-05,17863.522686673812,2017,10,4
2017-10-05,5.664e-05,17655.367231638418,2017,10,5
2017-10-06,5.67e-05,17636.68430335097,2017,10,6
2017-10-08,5.662e-05,17661.603673613565,2017,10,8
2017-10-09,5.636e-05,17743.0801987225,2017,10,9
2017-10-10,5.603e-05,17847.58165268606,2017,10,10
2017-10-11,5.59e-05,17889.08765652952,2017,10,11
2017-10-12,5.582e-05,17914.72590469366,2017,10,12
2017-10-13,5.575e-05,17937.219730941702,2017,10,13
2017-10-15,5.575e-05,17937.219730941702,2017,10,15
2017-10-16,5.594e-05,17876.29603146228,2017,10,16
2017-10-17,5.616e-05,17806.267806267806,2017,10,17
2017-10-18,5.603e-05,17847.58165268606,2017,10,18
2017-10-19,5.628e-05,17768.301350390902,2017,10,19
2017-10-20,5.609e-05,17828.489926903192,2017,10,20
2017-10-22,5.611e-05,17822.135091783995,2017,10,22
2017-10-23,5.599e-05,17860.33220217896,2017,10,23
2017-10-24,5.633e-05,17752.529735487307,2017,10,24
2017-10-25,5.56e-05,17985.611510791365,2017,10,25
2017-10-26,5.625e-05,17777.777777777777,2017,10,26
2017-10-27,5.611e-05,17822.135091783995,2017,10,27
2017-10-29,5.609e-05,17828.489926903192,2017,10,29
2017-10-30,5.583e-05,17911.517105498835,2017,10,30
2017-10-31,5.557e-05,17995.321216483713,2017,10,31
2017-11-01,5.567e-05,17962.996227770793,2017,11,1
2017-11-02,5.66e-05,17667.844522968197,2017,11,2
2017-11-03,5.666e-05,17649.135192375572,2017,11,3
2017-11-05,5.664e-05,17655.367231638418,2017,11,5
2017-11-06,5.617e-05,17803.09773900659,2017,11,6
2017-11-07,5.62e-05,17793.59430604982,2017,11,7
2017-11-08,5.645e-05,17714.791851195747,2017,11,8
2017-11-09,5.632e-05,17755.681818181816,2017,11,9
2017-11-10,5.606e-05,17838.030681412773,2017,11,10
2017-11-12,5.635e-05,17746.22892635315,2017,11,12
2017-11-13,5.631e-05,17758.83502042266,2017,11,13
2017-11-14,5.616e-05,17806.267806267806,2017,11,14
2017-11-15,5.616e-05,17806.267806267806,2017,11,15
2017-11-16,5.601e-05,17853.954650955187,2017,11,16
2017-11-17,5.597e-05,17866.714311238164,2017,11,17
2017-11-19,5.604e-05,17844.396859386154,2017,11,19
2017-11-20,5.585e-05,17905.102954341986,2017,11,20
2017-11-21,5.578e-05,17927.57260666906,2017,11,21
2017-11-22,5.553e-05,18008.283810552854,2017,11,22
2017-11-23,5.563e-05,17975.912277548086,2017,11,23
2017-11-24,5.556e-05,17998.560115190783,2017,11,24
2017-11-26,5.57e-05,17953.321364452426,2017,11,26
2017-11-27,5.574e-05,17940.43774668102,2017,11,27
2017-11-28,5.539e-05,18053.800324968404,2017,11,28
2017-11-29,5.518e-05,18122.50815512867,2017,11,29
2017-11-30,5.466e-05,18294.914013904134,2017,11,30
2017-12-01,5.489e-05,18218.254691200582,2017,12,1
2017-12-03,5.483e-05,18238.19077147547,2017,12,3
2017-12-04,5.489e-05,18218.254691200582,2017,12,4
2017-12-05,5.515e-05,18132.366273798732,2017,12,5
2017-12-06,5.518e-05,18122.50815512867,2017,12,6
2017-12-07,5.475e-05,18264.8401826484,2017,12,7
2017-12-08,5.516e-05,18129.079042784626,2017,12,8
2017-12-10,5.515e-05,18132.366273798732,2017,12,10
2017-12-11,5.53e-05,18083.182640144663,2017,12,11
2017-12-12,5.537e-05,18060.321473722233,2017,12,12
2017-12-13,5.496e-05,18195.050946142648,2017,12,13
2017-12-14,5.491e-05,18211.61901293025,2017,12,14
2017-12-15,5.535e-05,18066.84733514002,2017,12,15
2017-12-17,5.538e-05,18057.060310581437,2017,12,17
2017-12-18,5.51e-05,18148.820326678768,2017,12,18
2017-12-19,5.502e-05,18175.20901490367,2017,12,19
2017-12-20,5.509e-05,18152.114721365037,2017,12,20
2017-12-21,5.512e-05,18142.235123367198,2017,12,21
2017-12-22,5.522e-05,18109.380659181454,2017,12,22
2017-12-24,5.519e-05,18119.22449719152,2017,12,24
2017-12-25,5.516e-05,18129.079042784626,2017,12,25
2017-12-26,5.515e-05,18132.366273798732,2017,12,26
2017-12-27,5.502e-05,18175.20901490367,2017,12,27
2017-12-28,5.488e-05,18221.574344023324,2017,12,28
2017-12-29,5.459e-05,18318.373328448433,2017,12,29
2017-12-31,5.458e-05,18321.729571271528,2017,12,31
2018-01-01,5.457e-05,18325.087044163458,2018,1,1
2018-01-02,5.437e-05,18392.49586168843,2018,1,2
2018-01-03,5.488e-05,18221.574344023324,2018,1,3
2018-01-04,5.491e-05,18211.61901293025,2018,1,4
2018-01-05,5.488e-05,18221.574344023324,2018,1,5
2018-01-07,5.484e-05,18234.865061998542,2018,1,7
2018-01-08,5.482e-05,18241.517694272163,2018,1,8
2018-01-09,5.494e-05,18201.674554058973,2018,1,9
2018-01-10,5.502e-05,18175.20901490367,2018,1,10
2018-01-11,5.498e-05,18188.432157148054,2018,1,11
2018-01-12,5.432e-05,18409.42562592047,2018,1,12
2018-01-14,5.431e-05,18412.815319462345,2018,1,14
2018-01-15,5.409e-05,18487.705675725643,2018,1,15
2018-01-16,5.407e-05,18494.5441094877,2018,1,16
2018-01-17,5.393e-05,18542.555164101614,2018,1,17
2018-01-18,5.369e-05,18625.442354255913,2018,1,18
2018-01-19,5.398e-05,18525.37977028529,2018,1,19
2018-01-21,5.376e-05,18601.190476190477,2018,1,21
2018-01-22,5.341e-05,18723.08556450103,2018,1,22
2018-01-23,5.337e-05,18737.118231216038,2018,1,23
2018-01-24,5.262e-05,19004.180919802355,2018,1,24
2018-01-25,5.295e-05,18885.741265344666,2018,1,25
2018-01-26,5.286e-05,18917.896329928113,2018,1,26
2018-01-28,5.31e-05,18832.391713747646,2018,1,28
2018-01-29,5.324e-05,18782.870022539446,2018,1,29
2018-01-30,5.268e-05,18982.536066818528,2018,1,30
2018-01-31,5.258e-05,19018.63826550019,2018,1,31
2018-02-01,5.227e-05,19131.43294432753,2018,2,1
2018-02-02,5.274e-05,18960.940462646948,2018,2,2
2018-02-04,5.269e-05,18978.933383943822,2018,2,4
2018-02-05,5.313e-05,18821.757952192733,2018,2,5
2018-02-06,5.297e-05,18878.610534264677,2018,2,6
2018-02-07,5.315e-05,18814.67544684854,2018,2,7
2018-02-08,5.28e-05,18939.39393939394,2018,2,8
2018-02-09,5.306e-05,18846.588767433095,2018,2,9
2018-02-11,5.311e-05,18828.845791752967,2018,2,11
2018-02-12,5.295e-05,18885.741265344666,2018,2,12
2018-02-13,5.279e-05,18942.981625307824,2018,2,13
2018-02-14,5.235e-05,19102.196752626554,2018,2,14
2018-02-15,5.221e-05,19153.41888527102,2018,2,15
2018-02-16,5.262e-05,19004.180919802355,2018,2,16
2018-02-18,5.262e-05,19004.180919802355,2018,2,18
2018-02-19,5.272e-05,18968.133535660094,2018,2,19
2018-02-20,5.254e-05,19033.11762466692,2018,2,20
2018-02-21,5.281e-05,18935.80761219466,2018,2,21
2018-02-22,5.248e-05,19054.878048780487,2018,2,22
2018-02-23,5.246e-05,19062.142584826535,2018,2,23
2018-02-25,5.246e-05,19062.142584826535,2018,2,25
2018-02-26,5.25e-05,19047.619047619046,2018,2,26
2018-02-27,5.261e-05,19007.793195210037,2018,2,27
2018-02-28,5.298e-05,18875.04718761797,2018,2,28
2018-03-01,5.29e-05,18903.59168241966,2018,3,1
2018-03-02,5.276e-05,18953.752843062925,2018,3,2
2018-03-04,5.28e-05,18939.39393939394,2018,3,4
2018-03-05,5.258e-05,19018.63826550019,2018,3,5
2018-03-06,5.236e-05,19098.548510313216,2018,3,6
2018-03-07,5.228e-05,19127.773527161437,2018,3,7
2018-03-08,5.255e-05,19029.495718363465,2018,3,8
2018-03-09,5.238e-05,19091.256204658264,2018,3,9
2018-03-11,5.235e-05,19102.196752626554,2018,3,11
2018-03-12,5.222e-05,19149.75105323631,2018,3,12
2018-03-13,5.201e-05,19227.071716977505,2018,3,13
2018-03-14,5.206e-05,19208.60545524395,2018,3,14
2018-03-15,5.215e-05,19175.455417066154,2018,3,15
